一	〔一・Fiƒ〕
𭢲	〔扌土人口・AHTL・CJK-F〕
𭢳	〔扌牙牙米・AHHP・CJK-F〕
𭢴	〔扌止戊小・ANDM・CJK-F〕
𭢵	〔扌口丄辶・ALKP・CJK-F〕
𭢶	〔扌門臼・AKRj・CJK-F〕
𭢷	〔手自田丌・TTJA・CJK-F〕
𭢸	〔扌禾丿一・ARQF・CJK-F〕
𭢹	〔扌麻丿厶・APQV・CJK-F〕
𭢺	〔扌立山而・AIJS・CJK-F〕
𭢻	〔扌鹿土・AIHv・CJK-F〕
𭢼	〔扌宀心虫・AOYK・CJK-F〕
𭢽	〔麻手也・PTCy・CJK-F〕
𭢾	〔扌{虎头同虎}{⼓同月}辶・AMWP・CJK-F〕
𭢿	〔扌匕示水・ARHK・CJK-F〕
𭣀	〔手黑土・TNHv・CJK-F〕
𭣁	〔扌尚貝・ANMb・CJK-F〕
𭣂	〔⺧口尚手・WLNT・CJK-F〕
𭣃	〔扌尸丷日・ABUJ・CJK-F〕
𭣄	〔扌臣{⺮右同竹}見・ASQM・CJK-F〕
𭣅	〔扌卄一灬・ASFU・CJK-F〕
𭣆	〔土䒑十手・HUDT・CJK-F〕
𭣇	〔扌十且贝・ADMK・CJK-F〕
𭣈	〔口車凵手・LGXT・CJK-F〕
𭣉	〔扌門隹・AKWi・CJK-F〕
𭣊	〔扌竹工木・AQFF・CJK-F〕
𭣋	〔扌立朩見・AIFM・CJK-F〕
𭣌	〔扌罒一辶・AMFP・CJK-F〕
𭣍	〔扌艹𠂤辛・ASYO・CJK-F〕
𭣎	〔扌艹日糸・ASJB・CJK-F〕
𭣏	〔扌丿米干・AQPH・CJK-F〕
𭣐	〔扌弓爾・AVFe・CJK-F〕
𭣑	〔王王心匕・GGYR・CJK-F〕
𭣒	〔麻手人朩・PTTF・CJK-F〕
𭣓	〔扌臼冂火・ARKU・CJK-F〕
𭣔	〔十又丶・DBOd・CJK-F〕
𭣕	〔丅{顺折同乙}又丿・AVBQ・CJK-F〕
𭣖	〔丬十又・UDBu・CJK-F〕
𭣗	〔十又口八・DBLT・CJK-F〕
𭣘	〔十又{⼓同月}巳・DBWC・CJK-F〕
𭣙	〔亠口冖又・OLYB・CJK-F〕
𭣚	〔龷日十丶・SJDO・CJK-F〕
𭣛	〔土䒑十又・HUDB・CJK-F〕
𭣜	〔尚木十又・NFDB・CJK-F〕
𭣝	〔尚牙十又・NHDB・CJK-F〕
𭣞	〔十罒十又・DMDB・CJK-F〕
𭣟	〔羽隹十又・XWDB・CJK-F〕
𭣠	〔竹僉十又・QRDB・CJK-F〕
𭣡	〔了夂・VEhl・CJK-F〕
𭣢	〔亻丨攴・ENKp・CJK-F〕
𭣣	〔丬夂・UEhh・CJK-F〕
𭣤	〔歹夂・DEhd・CJK-F〕
𭣥	〔口乂夂・LWEh・CJK-F〕
𭣦	〔冖彐夂・YXEh・CJK-F〕
𭣧	〔又キ夂・BAEh・CJK-F〕
𭣨	〔斤丶夂・EOEh・CJK-F〕
𭣩	〔{屮同凵}凵夂・XXEh・CJK-F〕
𭣪	〔厂巳丶夂・SCOE・CJK-F〕
𭣫	〔卜彐一夂・MXFE・CJK-F〕
𭣬	〔上小夂・KMEh・CJK-F〕
𭣭	〔八厶儿攴・TVQK・CJK-F〕
𭣮	〔牛冂夂・WKEh・CJK-F〕
𭣯	〔木冂攴・FKKp・CJK-F〕
𭣰	〔冖彐一夂・YXFE・CJK-F〕
𭣱	〔乂朩夂・WFEh・CJK-F〕
𭣲	〔月子夂・WVEh・CJK-F〕
𭣳	〔丷口儿攴・ULQK・CJK-F〕
𭣴	〔木口攴・FLKp・CJK-F〕
𭣵	〔龷弓夂・SVEh・CJK-F〕
𭣶	〔{⺆同月}土口夂・WHLE・CJK-F〕
𭣷	〔乂乂月攴・WWWK・CJK-F〕
𭣸	〔亠口子攴・OLVK・CJK-F〕
𭣹	〔龷月攴・SWKp・CJK-F〕
𭣺	〔龷方夂・SOEh・CJK-F〕
𭣻	〔非夂・LEhi・CJK-F〕
𭣼	〔牙夂一止・HEFN・CJK-F〕
𭣽	〔{𠂆同斤}十目攴・EDMK・CJK-F〕
𭣾	〔亠日子夂・OJVE・CJK-F〕
𭣿	〔立口{顺折同乙}攴・ILVK・CJK-F〕
𭤀	〔匕匕白夂・RREE・CJK-F〕
𭤁	〔白方攴・EOKp・CJK-F〕
𭤂	〔白一夂夂・EFEE・CJK-F〕
𭤃	〔丁口丁夂・ALAE・CJK-F〕
𭤄	〔士冖禾夂・HYRE・CJK-F〕
𭤅	〔一由寸攴・FKAK・CJK-F〕
𭤆	〔止米夂・NPEh・CJK-F〕
𭤇	〔矛夂厂女・CESC・CJK-F〕
𭤈	〔一由厶夂・FKVE・CJK-F〕
𭤉	〔{卬左同卯}七日山・TAJJ・CJK-F〕
𭤊	〔立早夂・IJEh・CJK-F〕
𭤋	〔口木女丶・LFCO・CJK-F〕
𭤌	〔罒一口夂・MFLE・CJK-F〕
𭤍	〔{丆同石}日冖夂・DJYE・CJK-F〕
𭤎	〔未夂厂米・HESP・CJK-F〕
𭤏	〔〢人广夂・NTUE・CJK-F〕
𭤐	〔{虎头同虎}魚攴・MTKp・CJK-F〕
𭤑	〔亠口口夂・OLLE・CJK-F〕
𭤒	〔目目隹攴・MMWK・CJK-F〕
𭤓	〔一冂人夂・FKTE・CJK-F〕
𭤔	〔文巾・PMvw・CJK-F〕
𭤕	〔文示・PHsw・CJK-F〕
𭤖	〔一止文・FNPw・CJK-F〕
𭤗	〔文一止・PFNi・CJK-F〕
𭤘	〔文日一・PJFi・CJK-F〕
𭤙	〔巳七文・CAPw・CJK-F〕
𭤚	〔文戊一心・PDFY・CJK-F〕
𭤛	〔幺言幺文・VUVP・CJK-F〕
𭤜	〔{虎头同虎}夂卜十・MEMD・CJK-F〕
𭤝	〔口口{两点同二}口・LLSL・CJK-F〕
𭤞	〔麻鬼{两点同二}十・PWSD・CJK-F〕
𭤟	〔{𠂆同斤}一丅・EFAk・CJK-F〕
𭤠	〔欠斤・EEji・CJK-F〕
𭤡	〔工几斤・FQEj・CJK-F〕
𭤢	〔斤丿夫・EQGu・CJK-F〕
𭤣	〔目{逆折同乚}小斤・MXME・CJK-F〕
𭤤	〔日人口斤・JTLE・CJK-F〕
𭤥	〔丨日{⼓同月}丅・NJWA・CJK-F〕
𭤦	〔罒{⼓同月}虫斤・MWKE・CJK-F〕
𭤧	〔一力・FXli・CJK-F〕
𭤨	〔方{丿一同竹}・OQvg・CJK-F〕
𭤩	〔方厶・OVvg・CJK-F〕
𭤪	〔土{逆折同乚}方・HXOg・CJK-F〕
𭤫	〔方口丨・OLNs・CJK-F〕
𭤬	〔方片・OTpg・CJK-F〕
𭤭	〔方卄二・OSSe・CJK-F〕
𭤮	〔方丿丿也・OQQC・CJK-F〕
𭤯	〔方生・OWgg・CJK-F〕
𭤰	〔方{丿一同竹}丂一・OQSF・CJK-F〕
𭤱	〔方丿之・OQPc・CJK-F〕
𭤲	〔方丷キ・OUAv・CJK-F〕
𭤳	〔方立・OIig・CJK-F〕
𭤴	〔方尸七・OBAi・CJK-F〕
𭤵	〔土也方・HCOg・CJK-F〕
𭤶	〔方耳・OArg・CJK-F〕
𭤷	〔方彳亍・ORAh・CJK-F〕
𭤸	〔方{丿一同竹}巴・OQCb・CJK-F〕
𭤹	〔方人{两点同二}人・OTST・CJK-F〕
𭤺	〔方冖{右上}巾・OYSM・CJK-F〕
𭤻	〔方{丿一同竹}一一・OQFF・CJK-F〕
𭤼	〔方亠口小・OOLM・CJK-F〕
𭤽	〔方厶虫・OVKv・CJK-F〕
𭤾	〔方尸{屮同凵}凵・OBXX・CJK-F〕
𭤿	〔方爪干又・OEHB・CJK-F〕
𭥀	〔方尸䒑卄・OBUS・CJK-F〕
𭥁	〔方亠丷方・OOUO・CJK-F〕
𭥂	〔車殳方・GQOg・CJK-F〕
𭥃	〔方{丿一同竹}立{顺折同乙}・OQIV・CJK-F〕
𭥄	〔方方{丿一同竹}龰・OOQN・CJK-F〕
𭥅	〔方艹日{逆折同乚}・OSJX・CJK-F〕
𭥆	〔方亠囗一・OONF・CJK-F〕
𭥇	〔方爾・OFeg・CJK-F〕
𭥈	〔亠丷冖干・OUYH・CJK-F〕
𭥉	〔方䒑夫艮・OUGV・CJK-F〕
𭥊	〔彐厶匚辶・XVGP・CJK-F〕
𭥋	〔日{顺折同乙}・JVi・CJK-F〕
𭥌	〔日丁・JAn・CJK-F〕
𭥍	〔{丿一同竹}日・QJv・CJK-F〕
𭥎	〔厶日・VJv・CJK-F〕
𭥏	〔日大・JGd・CJK-F〕
𭥐	〔日工・JFo・CJK-F〕
𭥑	〔日夕・JRk・CJK-F〕
𭥒	〔日{𠂆同斤}又・JEBu・CJK-F〕
𭥓	〔日二厶・JSVv・CJK-F〕
𭥔	〔日一大・JFGd・CJK-F〕
𭥕	〔日王・JGv・CJK-F〕
𭥖	〔日一兀・JFHw・CJK-F〕
𭥗	〔日日・JJv・CJK-F〕
𭥘	〔{⼓同月}乂日・WWJv・CJK-F〕
𭥙	〔日亠几・JOQj・CJK-F〕
𭥚	〔日水・JKh・CJK-F〕
𭥛	〔日子{逆折同乚}・JVXi・CJK-F〕
𭥜	〔尸㇏日・BOJv・CJK-F〕
𭥝	〔{逆折同乚}凵日・XXJv・CJK-F〕
𭥞	〔日彐丿・JXQp・CJK-F〕
𭥟	〔了厶日了・VVJV・CJK-F〕
𭥠	〔日厶儿・JVQr・CJK-F〕
𭥡	〔早{丿一同竹}乙・JQVi・CJK-F〕
𭥢	〔日一水・JFKh・CJK-F〕
𭥣	〔丬匕日・URJv・CJK-F〕
𭥤	〔日冂口・JKLv・CJK-F〕
𭥥	〔日彡几・JTQj・CJK-F〕
𭥦	〔日夕卩・JRXj・CJK-F〕
𭥧	〔日夕十・JRDh・CJK-F〕
𭥨	〔日儿夂・JQEh・CJK-F〕
𭥩	〔日立・JIi・CJK-F〕
𭥪	〔日䒑二・JUSe・CJK-F〕
𭥫	〔田日・JJvt・CJK-F〕
𭥬	〔丿耂日・QHJv・CJK-F〕
𭥭	〔日{⼓同月}止・JWNi・CJK-F〕
𭥮	〔日扌丿七・JAQA・CJK-F〕
𭥯	〔日{右上}月・JSWv・CJK-F〕
𭥰	〔日匚王・JGGv・CJK-F〕
𭥱	〔日大寸・JGAc・CJK-F〕
𭥲	〔日匕日・JRJv・CJK-F〕
𭥳	〔日早・JJo・CJK-F〕
𭥴	〔日丷日・JUJv・CJK-F〕
𭥵	〔日夂口・JELv・CJK-F〕
𭥶	〔日亻木・JEFv・CJK-F〕
𭥷	〔日{丿一同竹}日・JQJv・CJK-F〕
𭥸	〔日夕寸・JRAc・CJK-F〕
𭥹	〔日舌・JRe・CJK-F〕
𭥺	〔日氵工・JIFo・CJK-F〕
𭥻	〔日米・JPm・CJK-F〕
𭥼	〔日亦・JPi・CJK-F〕
𭥽	〔日{三點同氵}一八・JIFT・CJK-F〕
𭥾	〔日亠𧘇・JORy・CJK-F〕
𭥿	〔日厶ヰ・JVAv・CJK-F〕
𭦀	〔日力力力・JXXX・CJK-F〕
𭦁	〔日{顺折同乙}丿几・JVQQ・CJK-F〕
𭦂	〔日艮・JVn・CJK-F〕
𭦃	〔人二二日・TSSJ・CJK-F〕
𭦄	〔日王卄・JGSo・CJK-F〕
𭦅	〔日匕匕土・JRRH・CJK-F〕
𭦆	〔日大辶・JGPo・CJK-F〕
𭦇	〔日艹亡・JSUw・CJK-F〕
𭦈	〔日且八・JMTb・CJK-F〕
𭦉	〔日田力・JJXl・CJK-F〕
𭦊	〔日爪子・JEVk・CJK-F〕
𭦋	〔日丿止廴・JQNX・CJK-F〕
𭦌	〔冖田日・YJJv・CJK-F〕
𭦍	〔日人目・JTMu・CJK-F〕
𭦎	〔日亻{丿一同竹}{乍下同卜}・JEQM・CJK-F〕
𭦏	〔日禾刂・JRMd・CJK-F〕
𭦐	〔日丰阝・JDCf・CJK-F〕
𭦑	〔日亠儿夂・JOQE・CJK-F〕
𭦒	〔日穴九・JPYj・CJK-F〕
𭦓	〔日亠厶{荒下同儿}・JOVQ・CJK-F〕
𭦔	〔日己夂・JBEh・CJK-F〕
𭦕	〔日厶八夂・JVTE・CJK-F〕
𭦖	〔巳夂日・CEJv・CJK-F〕
𭦗	〔日皿丿{顺折同乙}・JMQV・CJK-F〕
𭦘	〔申䒑卄・KUSo・CJK-F〕
𭦙	〔一幺幺日・FVVJ・CJK-F〕
𭦚	〔{丆同石}日八日・DJTJ・CJK-F〕
𭦛	〔日大示・JGHs・CJK-F〕
𭦜	〔日干人干・JHTH・CJK-F〕
𭦝	〔日干人{マ同又}・JHTB・CJK-F〕
𭦞	〔早⺧儿・JWQr・CJK-F〕
𭦟	〔日罒一{⼓同月}・JMFW・CJK-F〕
𭦠	〔日日丿卄・JJQS・CJK-F〕
𭦡	〔日斤欠・JEEi・CJK-F〕
𭦢	〔日彡{顺折同乙}丅・JTVA・CJK-F〕
𭦣	〔日丷夫{顺折同乙}・JUGV・CJK-F〕
𭦤	〔日宀一龰・JOFN・CJK-F〕
𭦥	〔日广亻寸・JUEA・CJK-F〕
𭦦	〔日彐月丨・JXWN・CJK-F〕
𭦧	〔日彐水・JXKh・CJK-F〕
𭦨	〔一兀日口・FHJL・CJK-F〕
𭦩	〔日土儿兀・JHQH・CJK-F〕
𭦪	〔覀上日・DKJv・CJK-F〕
𭦫	〔覀女日・DCJv・CJK-F〕
𭦬	〔日十且八・JDMT・CJK-F〕
𭦭	〔日大土土・JGHH・CJK-F〕
𭦮	〔日丰丰一・JDDF・CJK-F〕
𭦯	〔日一龰七・JFNA・CJK-F〕
𭦰	〔匕日甫・RJFu・CJK-F〕
𭦱	〔日口耳・JLAr・CJK-F〕
𭦲	〔日艹{右上}口・JSSL・CJK-F〕
𭦳	〔虫巳日・KCJv・CJK-F〕
𭦴	〔日冖口力・JYLX・CJK-F〕
𭦵	〔日{𠂆同斤}一土・JEFH・CJK-F〕
𭦶	〔日彳艮・JRVn・CJK-F〕
𭦷	〔日生冂人・JWKT・CJK-F〕
𭦸	〔日白文・JEPw・CJK-F〕
𭦹	〔日{⼓同月}匕丶・JWRO・CJK-F〕
𭦺	〔日臼人・JRTe・CJK-F〕
𭦻	〔日乃又皿・JVBM・CJK-F〕
𭦼	〔日忄艮・JYVn・CJK-F〕
𭦽	〔日亠丷巾・JOUM・CJK-F〕
𭦾	〔日亠口几・JOLQ・CJK-F〕
𭦿	〔日宀几又・JOQB・CJK-F〕
𭧀	〔冂人罒日・KTMJ・CJK-F〕
𭧁	〔申冖臼・KYRj・CJK-F〕
𭧂	〔日龷八丶・JSTO・CJK-F〕
𭧃	〔早爪冖又・JEYB・CJK-F〕
𭧄	〔日干丶艮・JHOV・CJK-F〕
𭧅	〔日覀木・JDFv・CJK-F〕
𭧆	〔覀文日・DPJv・CJK-F〕
𭧇	〔日至夂・JHEh・CJK-F〕
𭧈	〔日扌九灬・JAYU・CJK-F〕
𭧉	〔日龷丿用・JSQT・CJK-F〕
𭧊	〔日山兀夂・JJHE・CJK-F〕
𭧋	〔日尚儿・JNQr・CJK-F〕
𭧌	〔日日小兀・JJMH・CJK-F〕
𭧍	〔日口甲二・JLKS・CJK-F〕
𭧎	〔日爪幺大・JEVG・CJK-F〕
𭧏	〔日爪臼・JERj・CJK-F〕
𭧐	〔日夂見・JEMx・CJK-F〕
𭧑	〔日{⼓同月}人厶・JWTV・CJK-F〕
𭧒	〔日車辶・JGPo・CJK-F〕
𭧓	〔早亠口几・JOLQ・CJK-F〕
𭧔	〔日木人水・JFTK・CJK-F〕
𭧕	〔日艹冖{顺折同乙}・JSYV・CJK-F〕
𭧖	〔日口十女・JLDC・CJK-F〕
𭧗	〔日〢䒑寸・JNUA・CJK-F〕
𭧘	〔日鳥・JRo・CJK-F〕
𭧙	〔日⺧口辶・JWLP・CJK-F〕
𭧚	〔日{⼓同月}{两撇同彡}人・JWTT・CJK-F〕
𭧛	〔日冖日电・JYJK・CJK-F〕
𭧜	〔日禾刂木・JRMF・CJK-F〕
𭧝	〔矢口日{逆折同乚}・QLJX・CJK-F〕
𭧞	〔日竹弓丿・JQVQ・CJK-F〕
𭧟	〔日亠口丶・JOLO・CJK-F〕
𭧠	〔日广彐水・JUXK・CJK-F〕
𭧡	〔白幺幺日・EVVJ・CJK-F〕
𭧢	〔十口冖龰・DLYN・CJK-F〕
𭧣	〔一大一日・FGFJ・CJK-F〕
𭧤	〔日大耂日・JGHJ・CJK-F〕
𭧥	〔日十卄貝・JDSM・CJK-F〕
𭧦	〔日一龰戈・JFNG・CJK-F〕
𭧧	〔日十甫寸・JDFA・CJK-F〕
𭧨	〔日尚夂・JNEh・CJK-F〕
𭧩	〔日艹亠十・JSOD・CJK-F〕
𭧪	〔日黑・JNe・CJK-F〕
𭧫	〔日口丄貝・JLKM・CJK-F〕
𭧬	〔日冖厂口・JYSL・CJK-F〕
𭧭	〔日隹灬・JWUh・CJK-F〕
𭧮	〔日丿人{逆折同乚}・JQTX・CJK-F〕
𭧯	〔日向亠𧘇・JROR・CJK-F〕
𭧰	〔日生甲二・JWKS・CJK-F〕
𭧱	〔日䒑〢日・JUNJ・CJK-F〕
𭧲	〔日火火火・JUUU・CJK-F〕
𭧳	〔土八土日・HTHJ・CJK-F〕
𭧴	〔日門木・JKFv・CJK-F〕
𭧵	〔日十罒𧘇・JDMR・CJK-F〕
𭧶	〔日耂日灬・JHJU・CJK-F〕
𭧷	〔日{虎头同虎}{毌框同母}力・JMBX・CJK-F〕
𭧸	〔日日{⼓同月}欠・JJWE・CJK-F〕
𭧹	〔日止夂日・JNEJ・CJK-F〕
𭧺	〔日{⼓同月}{两撇同彡}米・JWTP・CJK-F〕
𭧻	〔日生艹力・JWSX・CJK-F〕
𭧼	〔日生门巾・JWPM・CJK-F〕
𭧽	〔日亠八𧘇・JOTR・CJK-F〕
𭧾	〔日臣巳灬・JSCU・CJK-F〕
𭧿	〔日臣{⺮右同竹}皿・JSQM・CJK-F〕
𭨀	〔𡗗日穴牙・GJPH・CJK-F〕
𭨁	〔日爾・JFe・CJK-F〕
𭨂	〔龷日匕八・SJRT・CJK-F〕
𭨃	〔日日龷丶・JJSO・CJK-F〕
𭨄	〔日爪工心・JEFY・CJK-F〕
𭨅	〔日生亠巾・JWOM・CJK-F〕
𭨆	〔日金艮・JWVn・CJK-F〕
𭨇	〔日米龶月・JPHW・CJK-F〕
𭨈	〔日卜冖目・JMYM・CJK-F〕
𭨉	〔日士口至・JHLH・CJK-F〕
𭨊	〔日艹日日・JSJJ・CJK-F〕
𭨋	〔日日艹龷・JJSS・CJK-F〕
𭨌	〔日丿車灬・JQGU・CJK-F〕
𭨍	〔日土土貝・JHHM・CJK-F〕
𭨎	〔日一甲一・JFKF・CJK-F〕
𭨏	〔日〢䒑八・JNUT・CJK-F〕
𭨐	〔厶刀丶日・VBOJ・CJK-F〕
𭨑	〔日合口冊・JYLN・CJK-F〕
𭨒	〔日罒糹隹・JMBW・CJK-F〕
𭨓	〔日{虎头同虎}一犬・JMFS・CJK-F〕
𭨔	〔矢口日口・QLJL・CJK-F〕
𭨕	〔日臣{⺮右同竹}見・JSQM・CJK-F〕
𭨖	〔日日亠貝・JJOM・CJK-F〕
𭨗	〔日亠口二・JOLS・CJK-F〕
𭨘	〔日{逆折同乚}丶・JXOd・CJK-F〕
𭨙	〔冂龷一丂・KSFS・CJK-F〕
𭨚	〔夕卜日・RMJv・CJK-F〕
𭨛	〔冂龷人{顺折同乙}・KSTV・CJK-F〕
𭨜	〔冂龷戈・KSGg・CJK-F〕
𭨝	〔日{⼓同月}{两撇同彡}斤・JWTE・CJK-F〕
𭨞	〔王リ王日・GUGJ・CJK-F〕
𭨟	〔丷日丷丿・UJUQ・CJK-F〕
𭨠	〔户口夂日・ILEJ・CJK-F〕
𭨡	〔彐土日乂・XHJW・CJK-F〕
𭨢	〔日{屮同凵}凵丶・JXXO・CJK-F〕
𭨣	〔日合口冊・JYLN・CJK-F〕
𭨤	〔月卩・WXj・CJK-F〕
𭨥	〔月了・WVl・CJK-F〕
𭨦	〔月人丨・WTNs・CJK-F〕
𭨧	〔月弓・WVg・CJK-F〕
𭨨	〔二厶月・SVWv・CJK-F〕
𭨩	〔月一卄・WFSo・CJK-F〕
𭨪	〔月止・WNi・CJK-F〕
𭨫	〔月人{介下同八}・WTTb・CJK-F〕
𭨬	〔月火・WUv・CJK-F〕
𭨭	〔月彐丿・WXQp・CJK-F〕
𭨮	〔月口乂・WLWa・CJK-F〕
𭨯	〔月八二{逆折同乚}・WTSX・CJK-F〕
𭨰	〔月䒑乂・WUWa・CJK-F〕
𭨱	〔月弓刂・WVMd・CJK-F〕
𭨲	〔月日了・WJVl・CJK-F〕
𭨳	〔月亠𧘇・WORy・CJK-F〕
𭨴	〔月戈弓・WGVg・CJK-F〕
𭨵	〔月戈工・WGFo・CJK-F〕
𭨶	〔月〢又土・WNBH・CJK-F〕
𭨷	〔月斤口・WELv・CJK-F〕
𭨸	〔月亻丁口・WEAL・CJK-F〕
𭨹	〔月一弋止・WFGN・CJK-F〕
𭨺	〔月戈一口・WGFL・CJK-F〕
𭨻	〔月人干口・WTHL・CJK-F〕
𭨼	〔户月巴・IWCb・CJK-F〕
𭨽	〔月日月・WJWv・CJK-F〕
𭨾	〔丿月殳木・QWQF・CJK-F〕
𭨿	〔户冊月・INWv・CJK-F〕
𭩀	〔古月月・DWWv・CJK-F〕
𭩁	〔月扌斤口・WAEL・CJK-F〕
𭩂	〔月山丿虫・WJQK・CJK-F〕
𭩃	〔月丷夫夂・WUGE・CJK-F〕
𭩄	〔月冖囗匕・WYNR・CJK-F〕
𭩅	〔月丷夫示・WUGH・CJK-F〕
𭩆	〔月工{丆同石}貝・WFDM・CJK-F〕
𭩇	〔月月穴工・WWPF・CJK-F〕
𭩈	〔月冖冂豕・WYKD・CJK-F〕
𭩉	〔月{顺折同乙}水巴・WVKC・CJK-F〕
𭩊	〔月爪冖夂・WEYE・CJK-F〕
𭩋	〔月宀一人・WOFT・CJK-F〕
𭩌	〔亡月王乂・UWGW・CJK-F〕
𭩍	〔月䒑自月・WUTW・CJK-F〕
𭩎	〔月羽人水・WXTK・CJK-F〕
𭩏	〔月厂日犬・WSJS・CJK-F〕
𭩐	〔月{丿一同竹}卅ヰ・WQSA・CJK-F〕
𭩑	〔月爪工心・WEFY・CJK-F〕
𭩒	〔月雨辰・WDSn・CJK-F〕
𭩓	〔月罒厶匕・WMVR・CJK-F〕
𭩔	〔亡月王皿・UWGM・CJK-F〕
𭩕	〔亡月王且・UWGM・CJK-F〕
𭩖	〔月貝貝女・WMMC・CJK-F〕
𭩗	〔月雨罒人・WDMT・CJK-F〕
𭩘	〔木{顺折同乙}・FVi・CJK-F〕
𭩙	〔木下・FAk・CJK-F〕
𭩚	〔木丶乂・FOWa・CJK-F〕
𭩛	〔木门・FPn・CJK-F〕
𭩜	〔木王・FGv・CJK-F〕
𭩝	〔木{右上}匕・FSRi・CJK-F〕
𭩞	〔又又木・BBFv・CJK-F〕
𭩟	〔木人{逆折同乚}・FTXi・CJK-F〕
𭩠	〔卌一木・SFFv・CJK-F〕
𭩡	〔木幺丨・FVNs・CJK-F〕
𭩢	〔匚{コ同又}木・GBFv・CJK-F〕
𭩣	〔木工丂・FFSk・CJK-F〕
𭩤	〔木戊・FDw・CJK-F〕
𭩥	〔土几木・HQFv・CJK-F〕
𭩦	〔木上卜・FKMo・CJK-F〕
𭩧	〔木人干・FTHg・CJK-F〕
𭩨	〔木夂力・FEXl・CJK-F〕
𭩩	〔木{卬左同卯}{顺折同乙}丿・FTVQ・CJK-F〕
𭩪	〔木夕卩・FRXj・CJK-F〕
𭩫	〔木人工・FTFo・CJK-F〕
𭩬	〔木亻也・FECy・CJK-F〕
𭩭	〔乂朩人丨・WFTN・CJK-F〕
𭩮	〔二刀丶木・SBOF・CJK-F〕
𭩯	〔木女又・FCBu・CJK-F〕
𭩰	〔木{逆折同乚}夂丶・FXEO・CJK-F〕
𭩱	〔二凵木・SXFv・CJK-F〕
𭩲	〔弓丿{顺折同乙}木・VQVF・CJK-F〕
𭩳	〔木七七七・FAAA・CJK-F〕
𭩴	〔木戊{顺折同乙}・FDVi・CJK-F〕
𭩵	〔木丁日・FAJv・CJK-F〕
𭩶	〔歹刂木・DMFv・CJK-F〕
𭩷	〔木日匕・FJRi・CJK-F〕
𭩸	〔口口木・LLFv・CJK-F〕
𭩹	〔木夕口・FRLv・CJK-F〕
𭩺	〔木八冂二・FTKS・CJK-F〕
𭩻	〔木氵{右上}乀・FISO・CJK-F〕
𭩼	〔米木・PFvm・CJK-F〕
𭩽	〔木米・FPm・CJK-F〕
𭩾	〔木厶巴・FVCb・CJK-F〕
𭩿	〔巳巳木・CCFv・CJK-F〕
𭪀	〔一米䒑・FPUh・CJK-F〕
𭪁	〔木刀刀刀・FBBB・CJK-F〕
𭪂	〔木氵亍・FIAh・CJK-F〕
𭪃	〔土文木・HPFv・CJK-F〕
𭪄	〔木龶夂・FHEh・CJK-F〕
𭪅	〔木大一口・FGFL・CJK-F〕
𭪆	〔木寸辶・FAPo・CJK-F〕
𭪇	〔木一大口・FFGL・CJK-F〕
𭪈	〔木口匚乂・FLGW・CJK-F〕
𭪉	〔木{丿一同竹}一止・FQFN・CJK-F〕
𭪊	〔木夂彡・FETi・CJK-F〕
𭪋	〔几木丁口・QFAL・CJK-F〕
𭪌	〔木亻{丿一同竹}{乍下同卜}・FEQM・CJK-F〕
𭪍	〔乂朩上卜・WFKM・CJK-F〕
𭪎	〔乂朩{右上}口・WFSL・CJK-F〕
𭪏	〔木乃古・FVDg・CJK-F〕
𭪐	〔木言・FUa・CJK-F〕
𭪑	〔亡木木・UFFv・CJK-F〕
𭪒	〔木䒑龰・FUNh・CJK-F〕
𭪓	〔木门心・FPYn・CJK-F〕
𭪔	〔木子夂・FVEh・CJK-F〕
𭪕	〔歹キ木・DAFv・CJK-F〕
𭪖	〔夕土卜木・RHMF・CJK-F〕
𭪗	〔丷弓丿木・UVQF・CJK-F〕
𭪘	〔木木十又・FFDB・CJK-F〕
𭪙	〔龷䒑未・SUHe・CJK-F〕
𭪚	〔木一口〢・FFLN・CJK-F〕
𭪛	〔丰刀厶木・DBVF・CJK-F〕
𭪜	〔木匚儿二・FGQS・CJK-F〕
𭪝	〔木木犬・FFSq・CJK-F〕
𭪞	〔木木灬・FFUh・CJK-F〕
𭪟	〔木日文・FJPw・CJK-F〕
𭪠	〔止夂朩・NEFv・CJK-F〕
𭪡	〔木艹{⼓同月}厶・FSWV・CJK-F〕
𭪢	〔卜冂人木・MKTF・CJK-F〕
𭪣	〔木冂人匕・FKTR・CJK-F〕
𭪤	〔木山厂干・FJSH・CJK-F〕
𭪥	〔日木人{顺折同乙}・JFTV・CJK-F〕
𭪦	〔木山石・FJDv・CJK-F〕
𭪧	〔木{卬左同卯}卩辶・FTXP・CJK-F〕
𭪨	〔牛冂刂木・WKMF・CJK-F〕
𭪩	〔木牛冂刂・FWKM・CJK-F〕
𭪪	〔亻歹刂木・EDMF・CJK-F〕
𭪫	〔几乂木木・QWFF・CJK-F〕
𭪬	〔乂朩小兀・WFMH・CJK-F〕
𭪭	〔亡世木・UHFv・CJK-F〕
𭪮	〔木宀夕匕・FORR・CJK-F〕
𭪯	〔木丷覀・FUDi・CJK-F〕
𭪰	〔氵皮木・IVFv・CJK-F〕
𭪱	〔木一厶木・FFVF・CJK-F〕
𭪲	〔木䒑土几・FUHQ・CJK-F〕
𭪳	〔水木木・KFFv・CJK-F〕
𭪴	〔歹歹木・DDFv・CJK-F〕
𭪵	〔木口矢・FLQi・CJK-F〕
